trace,taskset,arrival_mode,seed,load_factor,policy,metric,relative_loss
q01_gpu_bound_cnn_resnet50_bursty_load0.95_seed42,q01_gpu_bound_cnn_resnet50,bursty_load0.95,42,0.95,sota_sia_pollux_resource_adaptive,mean_flow,0.05039116997155402
q01_gpu_bound_cnn_resnet50_bursty_load0.95_seed42,q01_gpu_bound_cnn_resnet50,bursty_load0.95,42,0.95,sota_salus_iadeep_packing_guard,mean_flow,0.009777729278944047
q01_gpu_bound_cnn_resnet50_bursty_load0.95_seed43,q01_gpu_bound_cnn_resnet50,bursty_load0.95,43,0.95,sota_srpt_gittins_mean_flow_oracle,mean_flow,0.029350297922804414
q01_gpu_bound_cnn_resnet50_bursty_load0.95_seed43,q01_gpu_bound_cnn_resnet50,bursty_load0.95,43,0.95,sota_iadeep_salus_interference_guard,makespan,0.01593554035998279
q01_gpu_bound_cnn_resnet50_bursty_load0.95_seed43,q01_gpu_bound_cnn_resnet50,bursty_load0.95,43,0.95,sota_iadeep_salus_interference_guard,mean_flow,0.006288455709489993
q01_gpu_bound_cnn_resnet50_bursty_load0.95_seed43,q01_gpu_bound_cnn_resnet50,bursty_load0.95,43,0.95,sota_sia_pollux_resource_adaptive,makespan,0.018605388219623986
q01_gpu_bound_cnn_resnet50_bursty_load0.95_seed43,q01_gpu_bound_cnn_resnet50,bursty_load0.95,43,0.95,sota_sia_pollux_resource_adaptive,mean_flow,0.05361518779127605
q01_gpu_bound_llm_inference_poisson_load0.50_seed41,q01_gpu_bound_llm_inference,poisson_load0.50,41,0.5,sota_iadeep_salus_interference_guard,makespan,0.008569808839808069
q01_gpu_bound_llm_inference_poisson_load0.50_seed41,q01_gpu_bound_llm_inference,poisson_load0.50,41,0.5,sota_gavel_finish_time_fairness,makespan,0.008244240454678087
q01_gpu_bound_llm_inference_poisson_load0.50_seed41,q01_gpu_bound_llm_inference,poisson_load0.50,41,0.5,sota_sia_pollux_resource_adaptive,makespan,0.008244240454678087
q01_gpu_bound_llm_inference_poisson_load0.50_seed41,q01_gpu_bound_llm_inference,poisson_load0.50,41,0.5,sota_salus_iadeep_packing_guard,makespan,0.008244240454678087
q01_gpu_bound_llm_inference_poisson_load0.50_seed43,q01_gpu_bound_llm_inference,poisson_load0.50,43,0.5,sota_iadeep_salus_interference_guard,makespan,0.005168073921913319
q01_gpu_bound_llm_inference_poisson_load0.70_seed41,q01_gpu_bound_llm_inference,poisson_load0.70,41,0.7,sota_iadeep_salus_interference_guard,makespan,0.009388235226123864
q01_gpu_bound_llm_inference_poisson_load0.70_seed41,q01_gpu_bound_llm_inference,poisson_load0.70,41,0.7,sota_gavel_finish_time_fairness,makespan,0.007190320220057611
q01_gpu_bound_llm_inference_poisson_load0.70_seed41,q01_gpu_bound_llm_inference,poisson_load0.70,41,0.7,sota_sia_pollux_resource_adaptive,makespan,0.007190320220057611
q01_gpu_bound_llm_inference_poisson_load0.70_seed41,q01_gpu_bound_llm_inference,poisson_load0.70,41,0.7,sota_salus_iadeep_packing_guard,makespan,0.007190320220057611
q01_gpu_bound_llm_inference_poisson_load0.70_seed42,q01_gpu_bound_llm_inference,poisson_load0.70,42,0.7,sota_iadeep_salus_interference_guard,makespan,0.005551092963783644
q01_gpu_bound_llm_inference_poisson_load0.85_seed42,q01_gpu_bound_llm_inference,poisson_load0.85,42,0.85,sota_gavel_pollux_sia_table_goodput,makespan,0.007507943068758349
q01_gpu_bound_llm_inference_poisson_load0.85_seed42,q01_gpu_bound_llm_inference,poisson_load0.85,42,0.85,sota_srpt_gittins_mean_flow_oracle,makespan,0.007507943068758349
q01_gpu_bound_llm_inference_poisson_load0.85_seed42,q01_gpu_bound_llm_inference,poisson_load0.85,42,0.85,sota_iadeep_salus_interference_guard,makespan,0.01673787193009324
q01_gpu_bound_llm_inference_poisson_load0.85_seed42,q01_gpu_bound_llm_inference,poisson_load0.85,42,0.85,sota_quadrant_composite,makespan,0.007507943068758349
q01_gpu_bound_llm_inference_poisson_load0.85_seed42,q01_gpu_bound_llm_inference,poisson_load0.85,42,0.85,sota_gavel_finish_time_fairness,makespan,0.007637546160481401
q01_gpu_bound_llm_inference_poisson_load0.85_seed42,q01_gpu_bound_llm_inference,poisson_load0.85,42,0.85,sota_sia_pollux_resource_adaptive,makespan,0.007637546160481401
q01_gpu_bound_llm_inference_poisson_load0.85_seed42,q01_gpu_bound_llm_inference,poisson_load0.85,42,0.85,sota_salus_iadeep_packing_guard,makespan,0.007637546160481401
q01_gpu_bound_llm_inference_poisson_load0.85_seed43,q01_gpu_bound_llm_inference,poisson_load0.85,43,0.85,sota_iadeep_salus_interference_guard,makespan,0.01758103416933099
q01_gpu_bound_llm_inference_poisson_load0.85_seed43,q01_gpu_bound_llm_inference,poisson_load0.85,43,0.85,sota_gavel_finish_time_fairness,makespan,0.0050817370908240456
q01_gpu_bound_llm_inference_poisson_load0.85_seed43,q01_gpu_bound_llm_inference,poisson_load0.85,43,0.85,sota_sia_pollux_resource_adaptive,makespan,0.0050817370908240456
q01_gpu_bound_llm_inference_poisson_load0.85_seed43,q01_gpu_bound_llm_inference,poisson_load0.85,43,0.85,sota_salus_iadeep_packing_guard,makespan,0.0050817370908240456
q01_gpu_bound_llm_inference_poisson_load0.95_seed41,q01_gpu_bound_llm_inference,poisson_load0.95,41,0.95,sota_gavel_finish_time_fairness,makespan,0.008389296997552975
q01_gpu_bound_llm_inference_poisson_load0.95_seed41,q01_gpu_bound_llm_inference,poisson_load0.95,41,0.95,sota_sia_pollux_resource_adaptive,makespan,0.008389296997552975
q01_gpu_bound_llm_inference_poisson_load0.95_seed41,q01_gpu_bound_llm_inference,poisson_load0.95,41,0.95,sota_salus_iadeep_packing_guard,makespan,0.008389296997552975
q01_gpu_bound_llm_inference_poisson_load0.95_seed42,q01_gpu_bound_llm_inference,poisson_load0.95,42,0.95,sota_gavel_finish_time_fairness,makespan,0.007508115294069473
q01_gpu_bound_llm_inference_poisson_load0.95_seed42,q01_gpu_bound_llm_inference,poisson_load0.95,42,0.95,sota_sia_pollux_resource_adaptive,makespan,0.007508115294069473
q01_gpu_bound_llm_inference_poisson_load0.95_seed42,q01_gpu_bound_llm_inference,poisson_load0.95,42,0.95,sota_salus_iadeep_packing_guard,makespan,0.007508115294069473
q01_gpu_bound_llm_inference_poisson_load0.95_seed43,q01_gpu_bound_llm_inference,poisson_load0.95,43,0.95,sota_gavel_finish_time_fairness,makespan,0.005162981245843579
q01_gpu_bound_llm_inference_poisson_load0.95_seed43,q01_gpu_bound_llm_inference,poisson_load0.95,43,0.95,sota_sia_pollux_resource_adaptive,makespan,0.005162981245843579
q01_gpu_bound_llm_inference_poisson_load0.95_seed43,q01_gpu_bound_llm_inference,poisson_load0.95,43,0.95,sota_salus_iadeep_packing_guard,makespan,0.005162981245843579
q01_gpu_bound_llm_inference_bursty_load0.50_seed42,q01_gpu_bound_llm_inference,bursty_load0.50,42,0.5,sota_iadeep_salus_interference_guard,makespan,0.006682361232017708
q01_gpu_bound_llm_inference_bursty_load0.50_seed42,q01_gpu_bound_llm_inference,bursty_load0.50,42,0.5,sota_gavel_finish_time_fairness,makespan,0.0066806803724217545
q01_gpu_bound_llm_inference_bursty_load0.50_seed42,q01_gpu_bound_llm_inference,bursty_load0.50,42,0.5,sota_sia_pollux_resource_adaptive,makespan,0.0066806803724217545
q01_gpu_bound_llm_inference_bursty_load0.50_seed42,q01_gpu_bound_llm_inference,bursty_load0.50,42,0.5,sota_salus_iadeep_packing_guard,makespan,0.0066806803724217545
q01_gpu_bound_llm_inference_bursty_load0.85_seed42,q01_gpu_bound_llm_inference,bursty_load0.85,42,0.85,sota_iadeep_salus_interference_guard,makespan,0.006320433554914073
q01_gpu_bound_llm_inference_bursty_load0.85_seed42,q01_gpu_bound_llm_inference,bursty_load0.85,42,0.85,sota_gavel_finish_time_fairness,makespan,0.006167748607387891
q01_gpu_bound_llm_inference_bursty_load0.85_seed42,q01_gpu_bound_llm_inference,bursty_load0.85,42,0.85,sota_sia_pollux_resource_adaptive,makespan,0.006167748607387891
q01_gpu_bound_llm_inference_bursty_load0.85_seed42,q01_gpu_bound_llm_inference,bursty_load0.85,42,0.85,sota_salus_iadeep_packing_guard,makespan,0.006167748607387891
q01_gpu_bound_llm_inference_bursty_load0.85_seed43,q01_gpu_bound_llm_inference,bursty_load0.85,43,0.85,sota_iadeep_salus_interference_guard,makespan,0.009359268412299393
q01_gpu_bound_llm_inference_bursty_load0.85_seed43,q01_gpu_bound_llm_inference,bursty_load0.85,43,0.85,sota_gavel_finish_time_fairness,makespan,0.009484927657748443
q01_gpu_bound_llm_inference_bursty_load0.85_seed43,q01_gpu_bound_llm_inference,bursty_load0.85,43,0.85,sota_sia_pollux_resource_adaptive,makespan,0.009484927657748443
q01_gpu_bound_llm_inference_bursty_load0.85_seed43,q01_gpu_bound_llm_inference,bursty_load0.85,43,0.85,sota_salus_iadeep_packing_guard,makespan,0.009484927657748443
q01_gpu_bound_llm_inference_bursty_load0.95_seed41,q01_gpu_bound_llm_inference,bursty_load0.95,41,0.95,sota_iadeep_salus_interference_guard,makespan,0.006702130621351277
q01_gpu_bound_llm_inference_bursty_load0.95_seed41,q01_gpu_bound_llm_inference,bursty_load0.95,41,0.95,sota_gavel_finish_time_fairness,makespan,0.007309192585810198
q01_gpu_bound_llm_inference_bursty_load0.95_seed41,q01_gpu_bound_llm_inference,bursty_load0.95,41,0.95,sota_sia_pollux_resource_adaptive,makespan,0.007309192585810198
q01_gpu_bound_llm_inference_bursty_load0.95_seed41,q01_gpu_bound_llm_inference,bursty_load0.95,41,0.95,sota_salus_iadeep_packing_guard,makespan,0.007309192585810198
q11_cpu_gpu_coupled_poisson_load0.50_seed41,q11_cpu_gpu_coupled,poisson_load0.50,41,0.5,sota_iadeep_salus_interference_guard,mean_flow,0.04392069901153173
q11_cpu_gpu_coupled_poisson_load0.50_seed42,q11_cpu_gpu_coupled,poisson_load0.50,42,0.5,sota_iadeep_salus_interference_guard,mean_flow,0.055033032181559305
q11_cpu_gpu_coupled_poisson_load0.50_seed43,q11_cpu_gpu_coupled,poisson_load0.50,43,0.5,sota_iadeep_salus_interference_guard,mean_flow,0.008618985905354037
hybrid_research_portfolio_poisson_load0.50_seed41,hybrid_research_portfolio,poisson_load0.50,41,0.5,sota_iadeep_salus_interference_guard,mean_flow,0.015415201838886894
hybrid_research_portfolio_poisson_load0.50_seed42,hybrid_research_portfolio,poisson_load0.50,42,0.5,sota_iadeep_salus_interference_guard,mean_flow,0.05738093052635507
hybrid_research_portfolio_poisson_load0.50_seed43,hybrid_research_portfolio,poisson_load0.50,43,0.5,sota_iadeep_salus_interference_guard,mean_flow,0.07641273758329392
hybrid_research_portfolio_poisson_load0.70_seed43,hybrid_research_portfolio,poisson_load0.70,43,0.7,sota_iadeep_salus_interference_guard,mean_flow,0.02221052628698006
