trace,taskset,arrival_mode,seed,load_factor,policy,metric,relative_loss
q01_gpu_bound_llm_inference_bursty_load0.95_seed41,q01_gpu_bound_llm_inference,bursty_load0.95,41,0.95,sota_gavel_pollux_sia_table_goodput,makespan,0.0056912609589412355
q01_gpu_bound_llm_inference_bursty_load0.95_seed41,q01_gpu_bound_llm_inference,bursty_load0.95,41,0.95,sota_srpt_gittins_mean_flow_oracle,makespan,0.0056912609589412355
q01_gpu_bound_llm_inference_bursty_load0.95_seed41,q01_gpu_bound_llm_inference,bursty_load0.95,41,0.95,sota_quadrant_composite,makespan,0.0056912609589412355
q01_gpu_model_portfolio_poisson_load0.50_seed41,q01_gpu_model_portfolio,poisson_load0.50,41,0.5,sota_iadeep_salus_interference_guard,mean_flow,0.009060558006037
q01_gpu_model_portfolio_poisson_load0.50_seed41,q01_gpu_model_portfolio,poisson_load0.50,41,0.5,sota_gavel_finish_time_fairness,mean_flow,0.009060558006037
q01_gpu_model_portfolio_poisson_load0.50_seed41,q01_gpu_model_portfolio,poisson_load0.50,41,0.5,sota_sia_pollux_resource_adaptive,mean_flow,0.009060558006037
q01_gpu_model_portfolio_poisson_load0.50_seed41,q01_gpu_model_portfolio,poisson_load0.50,41,0.5,sota_salus_iadeep_packing_guard,mean_flow,0.009060558006037
q01_gpu_model_portfolio_poisson_load0.50_seed42,q01_gpu_model_portfolio,poisson_load0.50,42,0.5,sota_iadeep_salus_interference_guard,mean_flow,0.009757718945307525
q01_gpu_model_portfolio_poisson_load0.50_seed42,q01_gpu_model_portfolio,poisson_load0.50,42,0.5,sota_gavel_finish_time_fairness,mean_flow,0.009757718945307525
q01_gpu_model_portfolio_poisson_load0.50_seed42,q01_gpu_model_portfolio,poisson_load0.50,42,0.5,sota_sia_pollux_resource_adaptive,mean_flow,0.009757718945307525
q01_gpu_model_portfolio_poisson_load0.50_seed42,q01_gpu_model_portfolio,poisson_load0.50,42,0.5,sota_salus_iadeep_packing_guard,mean_flow,0.009757718945307525
q01_gpu_model_portfolio_poisson_load0.50_seed43,q01_gpu_model_portfolio,poisson_load0.50,43,0.5,sota_iadeep_salus_interference_guard,mean_flow,0.008285631773735203
q01_gpu_model_portfolio_poisson_load0.50_seed43,q01_gpu_model_portfolio,poisson_load0.50,43,0.5,sota_gavel_finish_time_fairness,mean_flow,0.008285631773735203
